variant,margin_m,band_m,cohort,scene,observations,instances,scenes,lidar_supported,radar_supported,both,lidar_only,radar_only,neither,lidar_percent,radar_percent,difference_pp,min_range_m,max_range_m,lidar_ge_3_percent,lidar_ge_5_percent,lidar_points_p25,lidar_points_p50,lidar_points_p75,lidar_points_p90,lidar_equal_track_percent,radar_ge_3_percent,radar_ge_5_percent,radar_points_p25,radar_points_p50,radar_points_p75,radar_points_p90,radar_equal_track_percent
aligned,0,300-400,passenger_cars,scene_28_18,6,3,1,3,3,0,3,3,0,50.0,50.0,0.0,307.1789605302702,348.83265659385177,50.0,16.666666666666664,0.0,1.5,3.0,4.0,50.0,0.0,0.0,0.0,0.5,1.0,1.5,50.0
aligned,0,300-400,forward_vehicles,scene_28_1,15,2,1,13,4,4,9,0,2,86.66666666666667,26.666666666666668,60.00000000000001,305.3321725206024,334.8785602315927,80.0,80.0,18.0,37.0,55.0,92.99999999999999,46.42857142857143,0.0,0.0,0.0,0.0,0.5,1.0,14.285714285714285
aligned,0,300-400,forward_vehicles,scene_28_6,11,6,1,8,4,3,5,1,2,72.72727272727273,36.36363636363637,36.36363636363637,314.0898380980915,381.0022030069285,63.63636363636363,63.63636363636363,1.0,5.0,7.0,11.0,80.55555555555554,18.181818181818183,9.090909090909092,0.0,0.0,1.5,3.0,41.66666666666667
aligned,0,300-400,forward_vehicles,scene_28_12,108,12,1,103,8,8,95,0,5,95.37037037037037,7.4074074074074066,87.96296296296296,301.1243306220302,397.6820703976072,92.5925925925926,90.74074074074075,16.75,89.0,149.0,210.89999999999998,84.72222222222221,2.7777777777777777,0.9259259259259258,0.0,0.0,0.0,0.0,15.476190476190474
aligned,0,300-400,forward_vehicles,scene_28_18,14,7,1,8,5,1,7,4,2,57.14285714285714,35.714285714285715,21.428571428571423,307.1789605302702,378.5509058889894,50.0,28.57142857142857,0.0,2.0,4.75,6.0,52.38095238095239,0.0,0.0,0.0,0.0,1.0,1.700000000000001,40.476190476190474
aligned,0,300-400,all,scene_28_1,59,16,1,43,5,5,38,0,16,72.88135593220339,8.47457627118644,64.40677966101694,304.53595916952185,395.366842163772,64.40677966101694,61.016949152542374,0.0,9.0,17.5,42.20000000000002,62.76785714285714,0.0,0.0,0.0,0.0,0.0,0.0,2.827380952380952
aligned,0,300-400,all,scene_28_6,18,8,1,15,4,3,12,1,2,83.33333333333334,22.22222222222222,61.111111111111114,305.0532371864494,381.0022030069285,72.22222222222221,72.22222222222221,2.75,7.0,11.0,21.3,85.41666666666666,11.11111111111111,5.555555555555555,0.0,0.0,0.0,2.3000000000000007,29.166666666666664
aligned,0,300-400,all,scene_28_12,185,32,1,147,8,8,139,0,38,79.45945945945945,4.324324324324325,75.13513513513513,301.1243306220302,397.6820703976072,70.8108108108108,63.78378378378379,1.0,14.0,95.0,172.2,68.52678571428572,1.6216216216216217,0.5405405405405406,0.0,0.0,0.0,0.0,5.282738095238095
aligned,0,300-400,all,scene_28_18,62,17,1,42,6,2,40,4,16,67.74193548387096,9.67741935483871,58.06451612903225,304.54778036463625,396.194511461061,53.2258064516129,40.32258064516129,0.0,3.0,7.75,18.9,60.574229691876745,0.0,0.0,0.0,0.0,0.0,0.0,18.627450980392158
aligned,0,300-400,all,scene_28_24,7,2,1,5,0,0,5,0,2,71.42857142857143,0.0,71.42857142857143,301.03319480211303,318.0585202283685,71.42857142857143,71.42857142857143,3.0,6.0,9.0,13.200000000000003,70.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aligned,0,200-400,vehicles,scene_28_1,115,10,1,91,37,37,54,0,24,79.13043478260869,32.17391304347826,46.95652173913044,201.06925163807026,360.39229981232,72.17391304347827,68.69565217391305,1.0,9.0,65.5,109.40000000000003,64.92857142857143,3.4782608695652173,0.0,0.0,0.0,1.0,2.0,38.31691297208539
aligned,0,200-400,vehicles,scene_28_6,86,16,1,60,38,27,33,11,15,69.76744186046511,44.18604651162791,25.581395348837212,201.54258863542225,381.0022030069285,66.27906976744185,60.46511627906976,0.0,6.5,19.0,38.5,60.08928571428571,15.11627906976744,5.813953488372093,0.0,0.0,2.0,3.0,50.44642857142857
aligned,0,200-400,vehicles,scene_28_12,217,19,1,204,67,63,141,4,9,94.00921658986175,30.87557603686636,63.133640552995395,200.0481951240057,397.6820703976072,91.70506912442397,90.78341013824884,13.0,49.0,153.0,508.8000000000003,90.27568922305764,11.981566820276496,6.451612903225806,0.0,0.0,1.0,3.0,40.14394961763384
aligned,0,200-400,vehicles,scene_28_18,86,10,1,72,37,27,45,10,4,83.72093023255815,43.02325581395349,40.697674418604656,204.41397427391732,378.5509058889894,81.3953488372093,75.5813953488372,5.0,21.0,35.0,43.5,71.16666666666667,9.30232558139535,5.813953488372093,0.0,0.0,1.0,2.0,55.438596491228076
aligned,0,200-400,passenger_cars,scene_28_1,69,5,1,55,17,17,38,0,14,79.71014492753623,24.637681159420293,55.072463768115945,201.91332212775274,305.3321725206024,75.36231884057972,69.56521739130434,3.0,9.0,65.0,85.0,49.54545454545455,0.0,0.0,0.0,0.0,0.0,1.0,20.616509926854754
aligned,0,200-400,passenger_cars,scene_28_6,1,1,1,0,1,0,0,1,0,0.0,100.0,-100.0,214.64145831489262,214.64145831489262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0
aligned,0,200-400,passenger_cars,scene_28_12,38,1,1,38,0,0,38,0,0,100.0,0.0,100.0,250.6783571335975,381.10379670133005,92.10526315789474,89.47368421052632,12.25,18.0,24.75,37.90000000000001,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aligned,0,200-400,passenger_cars,scene_28_18,53,4,1,44,18,10,34,8,1,83.01886792452831,33.9622641509434,49.05660377358491,210.85990809166134,348.83265659385177,83.01886792452831,79.24528301886792,9.0,30.0,39.0,46.60000000000001,55.00000000000001,0.0,0.0,0.0,0.0,1.0,1.0,55.263157894736835
aligned,0,200-400,forward_vehicles,scene_28_1,73,7,1,62,31,31,31,0,11,84.93150684931507,42.465753424657535,42.465753424657535,201.06925163807026,334.8785602315927,79.45205479452055,79.45205479452055,7.0,48.0,85.0,448.7999999999999,75.0,5.47945205479452,0.0,0.0,0.0,1.0,2.0,50.316678395496126
aligned,0,200-400,forward_vehicles,scene_28_6,48,13,1,33,33,23,10,10,5,68.75,68.75,0.0,201.68972383528677,381.0022030069285,64.58333333333334,58.333333333333336,0.0,6.0,11.75,32.20000000000002,65.25641025641026,27.083333333333332,10.416666666666668,0.0,1.0,3.0,4.300000000000004,72.17948717948718
aligned,0,200-400,forward_vehicles,scene_28_12,189,14,1,176,58,54,122,4,9,93.12169312169311,30.687830687830687,62.43386243386243,200.0481951240057,397.6820703976072,91.53439153439153,90.47619047619048,15.0,73.0,167.0,552.4000000000001,86.80272108843538,12.698412698412698,7.4074074074074066,0.0,0.0,1.0,3.0,46.7032967032967
aligned,0,200-400,forward_vehicles,scene_28_18,75,8,1,62,34,24,38,10,3,82.66666666666667,45.33333333333333,37.333333333333336,204.41397427391732,378.5509058889894,80.0,76.0,5.0,23.0,36.0,45.60000000000001,68.12499999999999,9.333333333333334,6.666666666666667,0.0,0.0,1.0,2.0,65.13157894736842
aligned,0,200-400,all,scene_28_1,322,41,1,260,40,40,220,0,62,80.74534161490683,12.422360248447205,68.32298136645963,200.0625118208934,395.366842163772,72.98136645962732,66.77018633540372,2.0,9.0,26.0,65.0,74.35214514482807,1.2422360248447204,0.0,0.0,0.0,0.0,1.0,9.910673850959807
aligned,0,200-400,all,scene_28_6,87,17,1,61,38,27,34,11,15,70.11494252873564,43.67816091954023,26.436781609195403,201.54258863542225,381.0022030069285,66.66666666666666,59.77011494252874,0.0,6.0,19.0,38.400000000000006,62.436974789915965,14.942528735632186,5.747126436781609,0.0,0.0,2.0,3.0,47.47899159663865
aligned,0,200-400,all,scene_28_12,455,44,1,351,67,63,288,4,100,77.14285714285715,14.725274725274726,62.417582417582416,200.0481951240057,397.6820703976072,67.47252747252747,59.56043956043956,1.0,9.0,41.0,172.20000000000005,69.67465615192889,5.714285714285714,3.076923076923077,0.0,0.0,0.0,1.0,17.334887334887338
aligned,0,200-400,all,scene_28_18,156,21,1,122,39,29,93,10,24,78.2051282051282,25.0,53.205128205128204,204.41397427391732,396.194511461061,69.23076923076923,59.61538461538461,1.0,7.0,31.0,42.0,66.84981684981685,5.128205128205128,3.205128205128205,0.0,0.0,0.25,1.5,27.131932395090292
aligned,0,200-400,all,scene_28_24,23,4,1,19,0,0,19,0,4,82.6086956521739,0.0,82.6086956521739,228.18726066419157,318.0585202283685,78.26086956521739,65.21739130434783,3.5,6.0,15.5,24.800000000000004,81.57051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aligned,0.5,100-150,vehicles,scene_28_1,44,17,1,37,31,29,8,2,5,84.0909090909091,70.45454545454545,13.636363636363635,103.25284269759703,149.51235788763145,70.45454545454545,61.36363636363637,1.75,7.5,347.25,532.8000000000002,81.61764705882352,59.09090909090909,54.54545454545454,0.0,8.5,14.25,24.80000000000001,50.0
aligned,0.5,100-150,vehicles,scene_28_6,142,24,1,139,138,136,3,2,1,97.88732394366197,97.1830985915493,0.7042253521126751,100.26475808240477,149.72193380985757,95.77464788732394,92.25352112676056,29.25,83.5,227.5,590.9000000000001,97.63888888888889,85.91549295774648,71.12676056338029,4.0,6.0,14.0,33.900000000000006,95.83333333333334
aligned,0.5,100-150,vehicles,scene_28_12,33,13,1,31,33,31,0,2,0,93.93939393939394,100.0,-6.060606060606055,101.08026907499156,148.2364399300797,93.93939393939394,93.93939393939394,22.0,108.0,637.0,960.8000000000001,94.87179487179486,100.0,93.93939393939394,9.0,17.0,41.0,49.6,100.0
aligned,0.5,100-150,vehicles,scene_28_18,90,12,1,89,89,88,1,1,0,98.88888888888889,98.88888888888889,0.0,100.380581386362,149.6341155859118,95.55555555555556,95.55555555555556,29.0,64.0,134.0,243.30000000000013,97.91666666666666,90.0,71.11111111111111,4.0,7.0,8.75,11.0,97.22222222222221
aligned,0.5,100-150,passenger_cars,scene_28_1,18,11,1,12,6,5,7,1,5,66.66666666666666,33.33333333333333,33.33333333333333,103.25284269759703,147.2730748425423,38.88888888888889,22.22222222222222,0.0,1.0,4.0,5.300000000000001,72.72727272727273,5.555555555555555,0.0,0.0,0.0,1.0,2.0,31.818181818181817
aligned,0.5,100-150,passenger_cars,scene_28_6,16,4,1,16,13,13,3,0,0,100.0,81.25,18.75,101.40321414395491,145.3494149274749,93.75,81.25,8.25,56.5,79.5,96.0,100.0,37.5,12.5,1.0,2.0,4.0,4.5,76.66666666666666
aligned,0.5,100-150,passenger_cars,scene_28_18,40,7,1,39,39,38,1,1,0,97.5,97.5,0.0,100.380581386362,149.6341155859118,90.0,90.0,8.0,29.0,62.25,99.4,96.42857142857143,87.5,55.00000000000001,4.0,5.0,6.25,8.0,95.23809523809523
aligned,0.5,100-150,forward_vehicles,scene_28_1,28,7,1,25,27,25,0,2,1,89.28571428571429,96.42857142857143,-7.14285714285714,107.31127707374732,149.51235788763145,82.14285714285714,75.0,5.5,28.5,424.25,620.5000000000001,69.64285714285714,82.14285714285714,78.57142857142857,8.75,14.0,17.25,29.200000000000003,85.71428571428571
aligned,0.5,100-150,forward_vehicles,scene_28_6,85,19,1,85,84,84,1,0,0,100.0,98.82352941176471,1.17647058823529,100.55238789170116,149.72193380985757,98.82352941176471,97.6470588235294,45.0,161.0,428.0,716.6,100.0,85.88235294117646,71.76470588235294,4.0,8.0,27.0,39.0,99.4736842105263
aligned,0.5,100-150,forward_vehicles,scene_28_12,20,8,1,20,20,20,0,0,0,100.0,100.0,0.0,101.08026907499156,148.2364399300797,100.0,100.0,21.75,51.0,782.5,1224.1000000000004,100.0,100.0,100.0,16.5,27.0,47.25,52.1,100.0
aligned,0.5,100-150,forward_vehicles,scene_28_18,42,11,1,42,42,42,0,0,0,100.0,100.0,0.0,100.380581386362,149.6341155859118,100.0,100.0,15.75,40.5,60.25,98.6,100.0,97.61904761904762,69.04761904761905,4.0,6.0,8.0,14.699999999999996,100.0
aligned,0.5,100-150,all,scene_28_1,236,54,1,222,165,160,62,5,9,94.0677966101695,69.91525423728814,24.152542372881356,100.01457537159469,149.85105342932135,91.52542372881356,88.98305084745762,17.0,51.0,93.0,334.5,91.55864197530863,19.915254237288135,10.16949152542373,0.0,1.0,2.0,5.0,59.479717813051145
aligned,0.5,100-150,all,scene_28_6,142,24,1,139,138,136,3,2,1,97.88732394366197,97.1830985915493,0.7042253521126751,100.26475808240477,149.72193380985757,95.77464788732394,92.25352112676056,29.25,83.5,227.5,590.9000000000001,97.63888888888889,85.91549295774648,71.12676056338029,4.0,6.0,14.0,33.900000000000006,95.83333333333334
aligned,0.5,100-150,all,scene_28_12,151,35,1,124,72,62,62,10,17,82.11920529801324,47.682119205298015,34.437086092715234,100.07915340275993,149.77802477287503,74.83443708609272,72.18543046357617,2.5,27.0,108.0,337.0,88.61904761904762,23.178807947019866,20.52980132450331,0.0,0.0,2.0,18.0,61.2312925170068
aligned,0.5,100-150,all,scene_28_18,90,12,1,89,89,88,1,1,0,98.88888888888889,98.88888888888889,0.0,100.380581386362,149.6341155859118,95.55555555555556,95.55555555555556,29.0,64.0,134.0,243.30000000000013,97.91666666666666,90.0,71.11111111111111,4.0,7.0,8.75,11.0,97.22222222222221
aligned,0.5,100-150,all,scene_28_24,17,2,1,17,3,3,14,0,0,100.0,17.647058823529413,82.35294117647058,102.0515260064733,112.1430559245427,94.11764705882352,88.23529411764706,22.0,33.0,40.0,89.2,100.0,0.0,0.0,0.0,0.0,0.0,1.0,17.36111111111111
aligned,0.5,150-200,vehicles,scene_28_1,115,12,1,96,96,86,10,10,9,83.47826086956522,83.47826086956522,0.0,150.28445056882035,199.9727196236663,79.13043478260869,72.17391304347827,4.0,19.0,519.5,713.8000000000002,87.15277777777777,64.34782608695652,55.65217391304348,1.5,6.0,10.5,19.60000000000001,72.88943355119825
aligned,0.5,150-200,vehicles,scene_28_6,74,22,1,68,64,58,10,6,0,91.8918918918919,86.48648648648648,5.405405405405405,150.2692484722888,198.99440052543983,86.48648648648648,83.78378378378379,10.25,19.0,39.75,105.4,94.9134199134199,56.75675675675676,32.432432432432435,1.0,3.0,6.0,8.700000000000003,79.62870462870463
aligned,0.5,150-200,vehicles,scene_28_12,54,18,1,53,52,51,2,1,0,98.14814814814815,96.29629629629629,1.85185185185186,151.37582354922944,199.68700638182082,96.29629629629629,92.5925925925926,10.25,35.5,158.5,389.4000000000001,97.22222222222221,68.51851851851852,53.70370370370371,2.0,5.0,10.5,19.400000000000006,96.75925925925924
aligned,0.5,150-200,vehicles,scene_28_18,40,13,1,33,31,24,9,7,0,82.5,77.5,4.999999999999993,152.30494406940272,199.87630076942094,80.0,77.5,5.0,24.0,35.25,52.70000000000001,73.07692307692307,32.5,7.5,1.0,1.0,3.0,4.0,84.29487179487178
aligned,0.5,150-200,passenger_cars,scene_28_1,15,5,1,12,6,6,6,0,3,80.0,40.0,40.0,154.03596802110513,198.75333675562098,60.0,60.0,1.5,7.0,75.0,126.2,85.0,13.333333333333334,6.666666666666667,0.0,0.0,2.0,2.5999999999999996,51.42857142857142
aligned,0.5,150-200,passenger_cars,scene_28_6,7,4,1,6,4,3,3,1,0,85.71428571428571,57.14285714285714,28.57142857142857,150.5748978242395,195.99622348040978,57.14285714285714,57.14285714285714,1.0,12.0,14.0,20.400000000000006,91.66666666666666,28.57142857142857,0.0,0.0,1.0,3.0,4.0,41.666666666666664
aligned,0.5,150-200,passenger_cars,scene_28_12,12,1,1,12,11,11,1,0,0,100.0,91.66666666666666,8.333333333333337,165.93708954582632,186.53381818594744,91.66666666666666,75.0,5.5,9.5,11.0,14.0,100.0,8.333333333333332,0.0,1.0,2.0,2.0,2.0,91.66666666666666
aligned,0.5,150-200,passenger_cars,scene_28_18,30,6,1,25,22,17,8,5,0,83.33333333333334,73.33333333333333,10.000000000000009,152.30494406940272,199.87630076942094,83.33333333333334,80.0,5.25,22.5,31.0,39.1,75.0,26.666666666666668,3.3333333333333335,0.25,1.0,2.75,3.0,82.63888888888889
aligned,0.5,150-200,forward_vehicles,scene_28_1,105,8,1,87,91,81,6,10,8,82.85714285714286,86.66666666666667,-3.809523809523807,150.28445056882035,199.9727196236663,81.9047619047619,76.19047619047619,5.0,23.0,538.0,728.2,77.60416666666666,69.52380952380952,60.0,2.0,6.0,11.0,20.0,78.08415032679738
aligned,0.5,150-200,forward_vehicles,scene_28_6,25,16,1,23,25,23,0,2,0,92.0,100.0,-7.9999999999999964,150.5748978242395,198.99440052543983,92.0,92.0,14.0,21.0,32.0,38.2,93.75,84.0,68.0,4.0,7.0,9.0,15.200000000000003,100.0
aligned,0.5,150-200,forward_vehicles,scene_28_12,25,12,1,25,25,25,0,0,0,100.0,100.0,0.0,151.37582354922944,197.3980232445652,100.0,100.0,27.0,66.0,360.0,537.8000000000001,100.0,92.0,80.0,6.0,8.0,18.0,31.20000000000001,100.0
aligned,0.5,150-200,forward_vehicles,scene_28_18,29,10,1,25,23,19,6,4,0,86.20689655172413,79.3103448275862,6.896551724137923,152.30494406940272,199.87630076942094,86.20689655172413,86.20689655172413,13.0,27.0,34.0,46.39999999999999,75.0,44.827586206896555,10.344827586206897,1.0,2.0,3.0,4.399999999999999,96.25
aligned,0.5,150-200,all,scene_28_1,256,46,1,232,156,145,87,11,13,90.625,60.9375,29.6875,150.12315334501665,199.9727196236663,88.671875,84.765625,10.0,27.0,63.0,579.5,93.56884057971014,30.078125,25.0,0.0,1.0,4.25,11.5,50.03947955993993
aligned,0.5,150-200,all,scene_28_6,74,22,1,68,64,58,10,6,0,91.8918918918919,86.48648648648648,5.405405405405405,150.2692484722888,198.99440052543983,86.48648648648648,83.78378378378379,10.25,19.0,39.75,105.4,94.9134199134199,56.75675675675676,32.432432432432435,1.0,3.0,6.0,8.700000000000003,79.62870462870463
aligned,0.5,150-200,all,scene_28_12,160,44,1,148,75,74,74,1,11,92.5,46.875,45.62500000000001,150.3231986970195,199.68700638182082,88.75,84.375,9.75,32.0,86.25,165.59999999999997,93.64718614718615,23.125,18.125,0.0,0.0,2.0,8.099999999999994,52.28354978354979
aligned,0.5,150-200,all,scene_28_18,52,16,1,45,35,28,17,7,0,86.53846153846155,67.3076923076923,19.23076923076923,150.35048049437566,199.87630076942094,84.61538461538461,82.6923076923077,7.5,23.0,39.25,92.99999999999996,78.125,25.0,5.769230769230769,0.0,1.0,2.25,4.0,74.73958333333333
aligned,0.5,150-200,all,scene_28_24,9,2,1,9,1,1,8,0,0,100.0,11.11111111111111,88.88888888888889,159.44302771626278,168.72950632582754,100.0,88.88888888888889,14.0,26.0,27.0,39.6,100.0,0.0,0.0,0.0,0.0,0.0,0.40000000000000036,8.333333333333332
aligned,0.5,200-250,vehicles,scene_28_1,48,9,1,39,32,27,12,5,4,81.25,66.66666666666666,14.583333333333337,201.06925163807026,249.9157658332935,72.91666666666666,70.83333333333334,1.75,13.5,89.0,540.8000000000001,81.34920634920636,33.33333333333333,10.416666666666668,0.0,2.0,3.0,4.300000000000004,51.739926739926744
aligned,0.5,200-250,vehicles,scene_28_6,39,15,1,27,31,23,4,8,4,69.23076923076923,79.48717948717949,-10.256410256410254,201.54258863542225,249.2167268956506,64.1025641025641,64.1025641025641,0.0,8.0,24.0,42.2,71.9047619047619,30.76923076923077,17.94871794871795,1.0,2.0,3.0,6.0,82.3809523809524
aligned,0.5,200-250,vehicles,scene_28_12,48,17,1,45,42,40,5,2,1,93.75,87.5,6.25,200.0481951240057,249.7046674149109,93.75,93.75,18.5,50.0,411.25,1291.6000000000006,93.13725490196077,56.25,29.166666666666668,1.0,3.0,5.0,9.300000000000004,85.29411764705883
aligned,0.5,200-250,vehicles,scene_28_18,38,10,1,34,25,22,12,3,1,89.47368421052632,65.78947368421053,23.684210526315784,204.41397427391732,249.60712874363585,86.8421052631579,84.21052631578947,16.0,33.5,42.75,51.90000000000001,70.0,21.052631578947366,15.789473684210526,0.0,1.0,2.0,6.200000000000017,86.66666666666666
aligned,0.5,200-250,passenger_cars,scene_28_1,22,5,1,19,11,11,8,0,3,86.36363636363636,50.0,36.36363636363637,201.91332212775274,249.9157658332935,81.81818181818183,81.81818181818183,6.25,20.0,67.75,86.0,75.0,9.090909090909092,0.0,0.0,0.5,2.0,2.0,28.846153846153843
aligned,0.5,200-250,passenger_cars,scene_28_6,1,1,1,0,1,0,0,1,0,0.0,100.0,-100.0,214.64145831489262,214.64145831489262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0
aligned,0.5,200-250,passenger_cars,scene_28_18,26,4,1,24,15,13,11,2,0,92.3076923076923,57.692307692307686,34.61538461538463,210.85990809166134,249.60712874363585,92.3076923076923,92.3076923076923,25.25,35.0,43.0,52.5,62.5,3.8461538461538463,0.0,0.0,1.0,1.0,2.0,87.5
aligned,0.5,200-250,forward_vehicles,scene_28_1,41,6,1,33,30,25,8,5,3,80.48780487804879,73.17073170731707,7.317073170731714,201.06925163807026,247.83329383700854,73.17073170731707,73.17073170731707,2.0,25.0,100.0,545.0,76.19047619047619,39.02439024390244,12.195121951219512,0.0,2.0,3.0,5.0,65.10989010989012
aligned,0.5,200-250,forward_vehicles,scene_28_6,19,12,1,15,19,15,0,4,0,78.94736842105263,100.0,-21.052631578947366,201.68972383528677,242.53808521002244,73.68421052631578,73.68421052631578,3.5,8.0,18.0,33.39999999999999,79.16666666666666,52.63157894736842,36.84210526315789,2.0,3.0,5.5,7.399999999999999,100.0
aligned,0.5,200-250,forward_vehicles,scene_28_12,35,12,1,32,32,30,2,2,1,91.42857142857143,91.42857142857143,0.0,200.0481951240057,249.7046674149109,91.42857142857143,91.42857142857143,17.0,122.0,587.0,1529.2000000000003,90.27777777777779,60.0,37.142857142857146,2.0,3.0,7.0,10.0,91.66666666666666
aligned,0.5,200-250,forward_vehicles,scene_28_18,33,8,1,30,22,19,11,3,0,90.9090909090909,66.66666666666666,24.242424242424242,204.41397427391732,249.60712874363585,87.87878787878788,87.87878787878788,20.0,34.0,43.0,53.400000000000006,68.75,21.21212121212121,15.151515151515152,0.0,1.0,2.0,8.200000000000003,93.75
aligned,0.5,200-250,all,scene_28_1,152,40,1,139,65,60,79,5,8,91.44736842105263,42.76315789473684,48.68421052631579,200.0625118208934,249.9157658332935,86.18421052631578,82.23684210526315,6.0,24.0,45.25,111.70000000000002,91.2202380952381,10.526315789473683,3.289473684210526,0.0,0.0,1.0,2.9000000000000057,37.224816849816854
aligned,0.5,200-250,all,scene_28_6,40,16,1,28,31,23,5,8,4,70.0,77.5,-7.500000000000007,201.54258863542225,249.2167268956506,65.0,65.0,0.0,7.0,23.0,42.1,73.66071428571428,30.0,17.5,1.0,2.0,3.0,6.0,77.23214285714286
aligned,0.5,200-250,all,scene_28_12,143,41,1,124,50,48,76,2,17,86.7132867132867,34.96503496503497,51.74825174825175,200.0481951240057,249.7046674149109,86.7132867132867,84.61538461538461,10.5,29.0,64.5,297.0,89.08246225319395,18.88111888111888,9.79020979020979,0.0,0.0,2.0,4.0,39.83739837398373
aligned,0.5,200-250,all,scene_28_18,49,14,1,45,28,25,20,3,1,91.83673469387756,57.14285714285714,34.693877551020414,204.41397427391732,249.60712874363585,89.79591836734694,87.75510204081633,11.0,31.0,43.0,56.60000000000001,78.57142857142857,16.3265306122449,12.244897959183673,0.0,1.0,2.0,5.0,69.04761904761905
aligned,0.5,200-250,all,scene_28_24,3,1,1,3,0,0,3,0,0,100.0,0.0,100.0,228.18726066419157,232.18225850084806,100.0,100.0,39.0,43.0,47.5,50.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aligned,0.5,250-300,vehicles,scene_28_1,50,4,1,41,27,27,14,0,9,82.0,54.0,27.999999999999993,250.60822551614362,299.5495255467652,80.0,80.0,5.0,8.5,61.75,94.4,68.5483870967742,12.0,0.0,0.0,1.0,2.0,3.0,44.80846774193549
aligned,0.5,250-300,vehicles,scene_28_6,29,12,1,22,13,9,13,4,3,75.86206896551724,44.827586206896555,31.034482758620683,251.5283332034967,299.80861071369907,75.86206896551724,65.51724137931035,4.0,9.0,37.0,54.2,65.97222222222221,24.137931034482758,6.896551724137931,0.0,0.0,2.0,3.1999999999999993,42.36111111111111
aligned,0.5,250-300,vehicles,scene_28_12,56,18,1,51,26,23,28,3,2,91.07142857142857,46.42857142857143,44.64285714285714,250.0497157484766,297.8225789709488,91.07142857142857,89.28571428571429,12.5,33.5,125.5,473.5,84.25925925925925,21.428571428571427,8.928571428571429,0.0,0.0,2.0,3.5,55.46296296296296
aligned,0.5,250-300,vehicles,scene_28_18,31,10,1,30,25,24,6,1,0,96.7741935483871,80.64516129032258,16.129032258064523,251.00468974964278,296.62011809559124,93.54838709677419,93.54838709677419,10.0,31.0,36.5,43.0,95.0,16.129032258064516,3.225806451612903,1.0,1.0,2.0,3.0,84.16666666666666
aligned,0.5,250-300,passenger_cars,scene_28_1,46,3,1,37,26,26,11,0,9,80.43478260869566,56.52173913043478,23.913043478260875,250.60822551614362,297.1208104465116,78.26086956521739,78.26086956521739,5.0,9.0,66.75,96.0,57.47126436781609,13.043478260869565,0.0,0.0,1.0,2.0,3.0,43.89367816091954
aligned,0.5,250-300,passenger_cars,scene_28_12,15,1,1,15,1,1,14,0,0,100.0,6.666666666666667,93.33333333333333,250.6783571335975,297.8225789709488,100.0,100.0,26.0,34.0,42.5,45.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667
aligned,0.5,250-300,passenger_cars,scene_28_18,21,4,1,20,17,16,4,1,0,95.23809523809523,80.95238095238095,14.28571428571428,251.00468974964278,288.0912174576963,90.47619047619048,90.47619047619048,21.0,32.0,37.0,43.0,87.5,4.761904761904762,0.0,1.0,1.0,1.0,2.0,93.75
aligned,0.5,250-300,forward_vehicles,scene_28_1,17,2,1,16,15,15,1,0,1,94.11764705882352,88.23529411764706,5.882352941176472,250.60822551614362,297.1208104465116,94.11764705882352,94.11764705882352,63.0,86.0,98.0,115.2,50.0,23.52941176470588,0.0,1.0,1.0,2.0,3.0,46.875
aligned,0.5,250-300,forward_vehicles,scene_28_6,18,10,1,12,13,9,3,4,2,66.66666666666666,72.22222222222221,-5.555555555555558,254.2479486873591,299.80861071369907,66.66666666666666,61.111111111111114,0.0,7.0,17.75,41.900000000000006,65.0,38.88888888888889,11.11111111111111,0.25,1.0,3.0,4.300000000000001,70.0
aligned,0.5,250-300,forward_vehicles,scene_28_12,46,13,1,41,24,21,20,3,2,89.13043478260869,52.17391304347826,36.95652173913043,250.0497157484766,297.8225789709488,89.13043478260869,89.13043478260869,16.0,41.5,173.25,713.5,78.2051282051282,23.91304347826087,10.869565217391305,0.0,1.0,2.0,4.5,74.23076923076923
aligned,0.5,250-300,forward_vehicles,scene_28_18,28,8,1,27,24,23,4,1,0,96.42857142857143,85.71428571428571,10.71428571428572,251.00468974964278,296.62011809559124,92.85714285714286,92.85714285714286,10.0,31.5,37.0,43.3,93.75,17.857142857142858,3.571428571428571,1.0,1.0,2.0,3.3000000000000007,96.875
aligned,0.5,250-300,all,scene_28_1,111,24,1,95,39,39,56,0,16,85.58558558558559,35.13513513513514,50.45045045045045,250.2288925344351,299.5495255467652,84.68468468468468,82.88288288288288,6.0,15.0,28.5,82.0,85.73028673835125,5.405405405405405,0.0,0.0,0.0,1.0,2.0,23.787522401433687
aligned,0.5,250-300,all,scene_28_6,29,12,1,22,13,9,13,4,3,75.86206896551724,44.827586206896555,31.034482758620683,251.5283332034967,299.80861071369907,75.86206896551724,65.51724137931035,4.0,9.0,37.0,54.2,65.97222222222221,24.137931034482758,6.896551724137931,0.0,0.0,2.0,3.1999999999999993,42.36111111111111
