instance_token,category,scene,observations,instances,lidar_supported,radar_supported,both,lidar_only,radar_only,neither,lidar_percent,radar_percent,difference_pp,min_range_m,max_range_m
efdde178a0574aac9837dc14f854b4de,vehicle.car,scene-23160c4bff134cdd86b96ee822b4aca9-14,5,1,5,0,0,5,0,0,100.0,0.0,100.0,150.82267613822862,164.57751854763694
f0193a8784514cfaa802012bd190b890,vehicle.car,scene-b201f6e737e34c2d87830fc1e2911516-6,1,1,0,0,0,0,0,1,0.0,0.0,0.0,164.2253102023518,164.2253102023518
f151fa552bd44e97880244d0bf29fbcd,static_object.traffic_sign,scene-fb64d203d417452f830ca73efed80c41-11,2,1,2,0,0,2,0,0,100.0,0.0,100.0,150.10264417377488,152.44492304295326
f279e3ef7e554e038e441676c409a468,vehicle.car,scene-3195e3bfd1de4f9ba82f874790c7856c-15,2,1,2,0,0,2,0,0,100.0,0.0,100.0,175.34922406903047,200.78902204520367
f3417d431e004709b22e53f0db881332,movable_object.trafficcone,scene-3f542f89ec5241b6a4e30ca743adcf34-29,3,1,3,0,0,3,0,0,100.0,0.0,100.0,155.59446433038926,208.58053435623108
f3e015e0a85e4307b154029670ee5abd,movable_object.trafficcone,scene-3f542f89ec5241b6a4e30ca743adcf34-29,2,1,1,0,0,1,0,1,50.0,0.0,50.0,193.9094463932374,202.7342508289171
f3f0af6d23ac4fb1ac2b6611f8e9dbce,vehicle.car,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,23,1,23,7,7,16,0,0,100.0,30.434782608695656,69.56521739130434,150.8298212261009,225.97914671407923
f4d5e7bb9c0346f18b16f9d92ef04ed1,vehicle.car,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,3,1,3,1,1,2,0,0,100.0,33.33333333333333,66.66666666666667,164.52148081469747,217.17925116491108
f68c533a5dcc45a8915874285e04dd38,movable_object.trafficcone,scene-3f542f89ec5241b6a4e30ca743adcf34-29,3,1,3,0,0,3,0,0,100.0,0.0,100.0,151.09526608835776,195.41904185292935
f6ac10393f9540519bd33f10cd9d1ccf,vehicle.truck,scene-6be74229febb4aad9e7ae1a37217b231-4,14,1,14,6,6,8,0,0,100.0,42.857142857142854,57.14285714285714,151.96914679641168,216.07192509408117
f6ac949148ed447c8568a4407f681937,vehicle.truck,scene-3f542f89ec5241b6a4e30ca743adcf34-29,5,1,5,2,2,3,0,0,100.0,40.0,60.0,150.7682686019063,217.82447653820304
f6aecc574b53438cbdd1810f8c15b92f,vehicle.car,scene-a6a87db5125846bda72ccfc9931ee153-11,1,1,0,0,0,0,0,1,0.0,0.0,0.0,151.18667606802816,151.18667606802816
f6c7c394874e432db7692e4140593983,vehicle.car,scene-b201f6e737e34c2d87830fc1e2911516-6,1,1,0,0,0,0,0,1,0.0,0.0,0.0,161.91649720674587,161.91649720674587
f6f36e14fc6c4c6d9f91bde4d89c293b,vehicle.construction,scene-3f542f89ec5241b6a4e30ca743adcf34-29,7,1,7,3,3,4,0,0,100.0,42.857142857142854,57.14285714285714,156.01409936125535,214.8171436720205
f73f2ed4fac54033a0202929d2c60331,vehicle.car,scene-23160c4bff134cdd86b96ee822b4aca9-14,8,1,8,0,0,8,0,0,100.0,0.0,100.0,151.31842785948297,176.7033421568384
f74df2a3fa10494ba83f88b2624103c3,movable_object.trafficcone,scene-3f542f89ec5241b6a4e30ca743adcf34-29,2,1,2,0,0,2,0,0,100.0,0.0,100.0,158.2981472853252,184.7906636709217
f7c5a86071fd47e4835f9ca658c95435,movable_object.trafficcone,scene-3f542f89ec5241b6a4e30ca743adcf34-29,4,1,4,0,0,4,0,0,100.0,0.0,100.0,156.02557345648154,182.49934959704893
f8d5020a33934fb78ab71ca07983d986,movable_object.trafficcone,scene-3f542f89ec5241b6a4e30ca743adcf34-29,2,1,2,0,0,2,0,0,100.0,0.0,100.0,158.2544944154203,166.98743617232776
f8d895aed888494a89c4392ece6e6d47,vehicle.car,scene-b201f6e737e34c2d87830fc1e2911516-6,5,1,4,0,0,4,0,1,80.0,0.0,80.0,190.12523939692588,191.70515309511046
f8da226429eb42e69d9ffb50839c6e19,vehicle.trailer,scene-b201f6e737e34c2d87830fc1e2911516-6,1,1,0,0,0,0,0,1,0.0,0.0,0.0,158.7906846110262,158.7906846110262
f8ed59c3e6104b2b838a5adc8bf3ee27,vehicle.car,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,3,1,3,0,0,3,0,0,100.0,0.0,100.0,156.50043458596411,204.3463978863591
f9137e0c354f4139b9858323bd450f47,static_object.traffic_sign,scene-3f542f89ec5241b6a4e30ca743adcf34-29,4,1,4,0,0,4,0,0,100.0,0.0,100.0,155.46165163277558,165.9579872747225
f924d08907034bc1bdcb2714b17852ba,vehicle.car,scene-23160c4bff134cdd86b96ee822b4aca9-14,3,1,1,0,0,1,0,2,33.33333333333333,0.0,33.33333333333333,151.9441532066339,162.40373399368391
f9758a235a0a4a23871a2907071f3db8,vehicle.car,scene-fb64d203d417452f830ca73efed80c41-11,7,1,4,2,1,3,1,2,57.14285714285714,28.57142857142857,28.57142857142857,165.76566832705367,217.20363747525124
f9c7deaae05c4d6aa7ee1b014947b638,vehicle.car,scene-3195e3bfd1de4f9ba82f874790c7856c-15,2,1,2,0,0,2,0,0,100.0,0.0,100.0,171.59277459346947,198.87031321022425
f9f79a679b9f4b0da3bad63ba2bdc554,vehicle.car,scene-3f542f89ec5241b6a4e30ca743adcf34-29,7,1,7,0,0,7,0,0,100.0,0.0,100.0,154.64273860253445,214.04364958940062
facbb7e5891f44a8aed9019f1aaf374b,vehicle.truck,scene-3f542f89ec5241b6a4e30ca743adcf34-29,4,1,4,1,1,3,0,0,100.0,25.0,75.0,159.2538120786624,218.90980314596007
fb654b6da6534eecaac0323fa386e7c3,static_object.traffic_sign,scene-3f542f89ec5241b6a4e30ca743adcf34-29,7,1,7,0,0,7,0,0,100.0,0.0,100.0,155.12024900613673,207.95310375339022
fb90e24b1bb942eb94f10779fe2d8900,vehicle.car,scene-b201f6e737e34c2d87830fc1e2911516-6,3,1,3,0,0,3,0,0,100.0,0.0,100.0,204.44727747763017,205.01560632602025
fc0690b074b94c4bbc8010599ba18fdc,vehicle.car,scene-b201f6e737e34c2d87830fc1e2911516-6,7,1,6,0,0,6,0,1,85.71428571428571,0.0,85.71428571428571,152.08565837776396,155.79808333186037
fc75a8b74a92483791f108cc23f3a55d,vehicle.trailer,scene-3f542f89ec5241b6a4e30ca743adcf34-29,3,1,3,0,0,3,0,0,100.0,0.0,100.0,151.02027852524176,191.63515257270282
fce9e5a57e274b48959f1798e40f3d01,vehicle.car,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,4,1,2,0,0,2,0,2,50.0,0.0,50.0,167.84670911246778,204.12943089236938
fd18bde8380c49de98be5cc9bc115cfd,static_object.traffic_sign,scene-3f542f89ec5241b6a4e30ca743adcf34-29,8,1,8,0,0,8,0,0,100.0,0.0,100.0,157.7772009417824,219.96190261987383
fe9b4917887f4dd1a175307ed323a420,static_object.traffic_sign,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,4,1,4,0,0,4,0,0,100.0,0.0,100.0,153.77335930876833,203.1977817814447
fec16e3795ad4b96a553c04ab0325521,vehicle.trailer,scene-3195e3bfd1de4f9ba82f874790c7856c-15,2,1,2,0,0,2,0,0,100.0,0.0,100.0,151.71331740669743,174.17378714194507
ff6c5ca009964da8ae1e20a7e5c44888,vehicle.car,scene-3f542f89ec5241b6a4e30ca743adcf34-29,4,1,4,1,1,3,0,0,100.0,25.0,75.0,152.70901289560538,208.0854980169677
