frame,scenario,band_m,points,frame_points
2023-03-03_garching_2__0206_1677850961654253129,2023-03-03_garching_2,50-100,13368,210942
2023-03-03_garching_2__0206_1677850961654253129,2023-03-03_garching_2,100-150,1596,210942
2023-03-03_garching_2__0206_1677850961654253129,2023-03-03_garching_2,150-400,202,210942
2023-03-03_garching_2__0206_1677850961654253129,2023-03-03_garching_2,>=400,0,210942
2023-03-03_garching_2__0207_1677850967765427698,2023-03-03_garching_2,0-50,181080,190208
2023-03-03_garching_2__0207_1677850967765427698,2023-03-03_garching_2,50-100,7875,190208
2023-03-03_garching_2__0207_1677850967765427698,2023-03-03_garching_2,100-150,1170,190208
2023-03-03_garching_2__0207_1677850967765427698,2023-03-03_garching_2,150-400,83,190208
2023-03-03_garching_2__0207_1677850967765427698,2023-03-03_garching_2,>=400,0,190208
2023-03-03_garching_2__0208_1677850973351100270,2023-03-03_garching_2,0-50,199860,210545
2023-03-03_garching_2__0208_1677850973351100270,2023-03-03_garching_2,50-100,10278,210545
2023-03-03_garching_2__0208_1677850973351100270,2023-03-03_garching_2,100-150,359,210545
2023-03-03_garching_2__0208_1677850973351100270,2023-03-03_garching_2,150-400,48,210545
2023-03-03_garching_2__0208_1677850973351100270,2023-03-03_garching_2,>=400,0,210545
2023-03-03_garching_2__0209_1677850979567517356,2023-03-03_garching_2,0-50,195197,209087
2023-03-03_garching_2__0209_1677850979567517356,2023-03-03_garching_2,50-100,13095,209087
2023-03-03_garching_2__0209_1677850979567517356,2023-03-03_garching_2,100-150,660,209087
2023-03-03_garching_2__0209_1677850979567517356,2023-03-03_garching_2,150-400,135,209087
2023-03-03_garching_2__0209_1677850979567517356,2023-03-03_garching_2,>=400,0,209087
2023-03-03_garching_2__0210_1677850989165104965,2023-03-03_garching_2,0-50,172761,187337
2023-03-03_garching_2__0210_1677850989165104965,2023-03-03_garching_2,50-100,13054,187337
2023-03-03_garching_2__0210_1677850989165104965,2023-03-03_garching_2,100-150,1371,187337
2023-03-03_garching_2__0210_1677850989165104965,2023-03-03_garching_2,150-400,151,187337
2023-03-03_garching_2__0210_1677850989165104965,2023-03-03_garching_2,>=400,0,187337
2023-03-03_garching_2__0211_1677850993477612537,2023-03-03_garching_2,0-50,187793,212612
2023-03-03_garching_2__0211_1677850993477612537,2023-03-03_garching_2,50-100,23733,212612
2023-03-03_garching_2__0211_1677850993477612537,2023-03-03_garching_2,100-150,1050,212612
2023-03-03_garching_2__0211_1677850993477612537,2023-03-03_garching_2,150-400,36,212612
2023-03-03_garching_2__0211_1677850993477612537,2023-03-03_garching_2,>=400,0,212612
2023-03-03_garching_2__0212_1677850998558250568,2023-03-03_garching_2,0-50,111848,134417
2023-03-03_garching_2__0212_1677850998558250568,2023-03-03_garching_2,50-100,21661,134417
2023-03-03_garching_2__0212_1677850998558250568,2023-03-03_garching_2,100-150,864,134417
2023-03-03_garching_2__0212_1677850998558250568,2023-03-03_garching_2,150-400,44,134417
2023-03-03_garching_2__0212_1677850998558250568,2023-03-03_garching_2,>=400,0,134417
2023-03-03_garching_2__0213_1677851015500638478,2023-03-03_garching_2,0-50,193970,211695
2023-03-03_garching_2__0213_1677851015500638478,2023-03-03_garching_2,50-100,15098,211695
2023-03-03_garching_2__0213_1677851015500638478,2023-03-03_garching_2,100-150,2331,211695
2023-03-03_garching_2__0213_1677851015500638478,2023-03-03_garching_2,150-400,296,211695
2023-03-03_garching_2__0213_1677851015500638478,2023-03-03_garching_2,>=400,0,211695
2023-03-03_garching_2__0214_1677851019926728208,2023-03-03_garching_2,0-50,203370,211549
2023-03-03_garching_2__0214_1677851019926728208,2023-03-03_garching_2,50-100,5880,211549
2023-03-03_garching_2__0214_1677851019926728208,2023-03-03_garching_2,100-150,2122,211549
2023-03-03_garching_2__0214_1677851019926728208,2023-03-03_garching_2,150-400,177,211549
2023-03-03_garching_2__0214_1677851019926728208,2023-03-03_garching_2,>=400,0,211549
2023-03-03_garching_2__0215_1677851028988754697,2023-03-03_garching_2,0-50,201346,211838
2023-03-03_garching_2__0215_1677851028988754697,2023-03-03_garching_2,50-100,8210,211838
2023-03-03_garching_2__0215_1677851028988754697,2023-03-03_garching_2,100-150,2073,211838
2023-03-03_garching_2__0215_1677851028988754697,2023-03-03_garching_2,150-400,209,211838
2023-03-03_garching_2__0215_1677851028988754697,2023-03-03_garching_2,>=400,0,211838
2023-03-03_garching_2__0216_1677851030464672879,2023-03-03_garching_2,0-50,188330,203568
2023-03-03_garching_2__0216_1677851030464672879,2023-03-03_garching_2,50-100,10122,203568
2023-03-03_garching_2__0216_1677851030464672879,2023-03-03_garching_2,100-150,4536,203568
2023-03-03_garching_2__0216_1677851030464672879,2023-03-03_garching_2,150-400,580,203568
2023-03-03_garching_2__0216_1677851030464672879,2023-03-03_garching_2,>=400,0,203568
2023-03-03_garching_2__0217_1677851034575092657,2023-03-03_garching_2,0-50,168734,180540
2023-03-03_garching_2__0217_1677851034575092657,2023-03-03_garching_2,50-100,10682,180540
2023-03-03_garching_2__0217_1677851034575092657,2023-03-03_garching_2,100-150,834,180540
2023-03-03_garching_2__0217_1677851034575092657,2023-03-03_garching_2,150-400,290,180540
2023-03-03_garching_2__0217_1677851034575092657,2023-03-03_garching_2,>=400,0,180540
2023-03-03_garching_2__0218_1677851046060369632,2023-03-03_garching_2,0-50,201875,209884
2023-03-03_garching_2__0218_1677851046060369632,2023-03-03_garching_2,50-100,6510,209884
2023-03-03_garching_2__0218_1677851046060369632,2023-03-03_garching_2,100-150,1241,209884
2023-03-03_garching_2__0218_1677851046060369632,2023-03-03_garching_2,150-400,258,209884
2023-03-03_garching_2__0218_1677851046060369632,2023-03-03_garching_2,>=400,0,209884
2023-03-03_garching_2__0219_1677851055860836569,2023-03-03_garching_2,0-50,150502,158898
2023-03-03_garching_2__0219_1677851055860836569,2023-03-03_garching_2,50-100,7346,158898
2023-03-03_garching_2__0219_1677851055860836569,2023-03-03_garching_2,100-150,963,158898
2023-03-03_garching_2__0219_1677851055860836569,2023-03-03_garching_2,150-400,87,158898
2023-03-03_garching_2__0219_1677851055860836569,2023-03-03_garching_2,>=400,0,158898
2023-05-15_neubiberg_rain__0623_1684157849628053530,2023-05-15_neubiberg_rain,0-50,154171,200623
2023-05-15_neubiberg_rain__0623_1684157849628053530,2023-05-15_neubiberg_rain,50-100,37710,200623
2023-05-15_neubiberg_rain__0623_1684157849628053530,2023-05-15_neubiberg_rain,100-150,6435,200623
2023-05-15_neubiberg_rain__0623_1684157849628053530,2023-05-15_neubiberg_rain,150-400,2307,200623
2023-05-15_neubiberg_rain__0623_1684157849628053530,2023-05-15_neubiberg_rain,>=400,0,200623
2023-05-15_neubiberg_rain__0624_1684157852529822670,2023-05-15_neubiberg_rain,0-50,159634,201667
2023-05-15_neubiberg_rain__0624_1684157852529822670,2023-05-15_neubiberg_rain,50-100,33541,201667
2023-05-15_neubiberg_rain__0624_1684157852529822670,2023-05-15_neubiberg_rain,100-150,6845,201667
2023-05-15_neubiberg_rain__0624_1684157852529822670,2023-05-15_neubiberg_rain,150-400,1647,201667
2023-05-15_neubiberg_rain__0624_1684157852529822670,2023-05-15_neubiberg_rain,>=400,0,201667
2023-05-15_neubiberg_rain__0625_1684157854913211132,2023-05-15_neubiberg_rain,0-50,155668,200792
2023-05-15_neubiberg_rain__0625_1684157854913211132,2023-05-15_neubiberg_rain,50-100,34460,200792
2023-05-15_neubiberg_rain__0625_1684157854913211132,2023-05-15_neubiberg_rain,100-150,9226,200792
2023-05-15_neubiberg_rain__0625_1684157854913211132,2023-05-15_neubiberg_rain,150-400,1438,200792
2023-05-15_neubiberg_rain__0625_1684157854913211132,2023-05-15_neubiberg_rain,>=400,0,200792
2023-05-15_neubiberg_rain__0626_1684157858851042175,2023-05-15_neubiberg_rain,0-50,137373,191868
2023-05-15_neubiberg_rain__0626_1684157858851042175,2023-05-15_neubiberg_rain,50-100,41086,191868
2023-05-15_neubiberg_rain__0626_1684157858851042175,2023-05-15_neubiberg_rain,100-150,12105,191868
2023-05-15_neubiberg_rain__0626_1684157858851042175,2023-05-15_neubiberg_rain,150-400,1304,191868
2023-05-15_neubiberg_rain__0626_1684157858851042175,2023-05-15_neubiberg_rain,>=400,0,191868
2023-05-15_neubiberg_rain__0627_1684157862063584296,2023-05-15_neubiberg_rain,0-50,147611,195275
2023-05-15_neubiberg_rain__0627_1684157862063584296,2023-05-15_neubiberg_rain,50-100,37923,195275
2023-05-15_neubiberg_rain__0627_1684157862063584296,2023-05-15_neubiberg_rain,100-150,6612,195275
2023-05-15_neubiberg_rain__0627_1684157862063584296,2023-05-15_neubiberg_rain,150-400,3129,195275
2023-05-15_neubiberg_rain__0627_1684157862063584296,2023-05-15_neubiberg_rain,>=400,0,195275
2023-05-15_neubiberg_rain__0628_1684157864446774119,2023-05-15_neubiberg_rain,0-50,134852,191070
2023-05-15_neubiberg_rain__0628_1684157864446774119,2023-05-15_neubiberg_rain,50-100,44683,191070
2023-05-15_neubiberg_rain__0628_1684157864446774119,2023-05-15_neubiberg_rain,100-150,6737,191070
2023-05-15_neubiberg_rain__0628_1684157864446774119,2023-05-15_neubiberg_rain,150-400,4798,191070
2023-05-15_neubiberg_rain__0628_1684157864446774119,2023-05-15_neubiberg_rain,>=400,0,191070
2023-05-15_neubiberg_rain__0629_1684157869732202988,2023-05-15_neubiberg_rain,0-50,145355,197467
2023-05-15_neubiberg_rain__0629_1684157869732202988,2023-05-15_neubiberg_rain,50-100,35722,197467
2023-05-15_neubiberg_rain__0629_1684157869732202988,2023-05-15_neubiberg_rain,100-150,10968,197467
2023-05-15_neubiberg_rain__0629_1684157869732202988,2023-05-15_neubiberg_rain,150-400,5422,197467
2023-05-15_neubiberg_rain__0629_1684157869732202988,2023-05-15_neubiberg_rain,>=400,0,197467
2023-05-15_neubiberg_rain__0630_1684157871182323213,2023-05-15_neubiberg_rain,0-50,146365,197033
2023-05-15_neubiberg_rain__0630_1684157871182323213,2023-05-15_neubiberg_rain,50-100,34336,197033
2023-05-15_neubiberg_rain__0630_1684157871182323213,2023-05-15_neubiberg_rain,100-150,12592,197033
2023-05-15_neubiberg_rain__0630_1684157871182323213,2023-05-15_neubiberg_rain,150-400,3740,197033
2023-05-15_neubiberg_rain__0630_1684157871182323213,2023-05-15_neubiberg_rain,>=400,0,197033
2023-05-15_neubiberg_rain__0631_1684157874084125759,2023-05-15_neubiberg_rain,0-50,150931,198413
2023-05-15_neubiberg_rain__0631_1684157874084125759,2023-05-15_neubiberg_rain,50-100,31341,198413
2023-05-15_neubiberg_rain__0631_1684157874084125759,2023-05-15_neubiberg_rain,100-150,13499,198413
2023-05-15_neubiberg_rain__0631_1684157874084125759,2023-05-15_neubiberg_rain,150-400,2642,198413
2023-05-15_neubiberg_rain__0631_1684157874084125759,2023-05-15_neubiberg_rain,>=400,0,198413
2023-05-15_neubiberg_rain__0632_1684157889627884024,2023-05-15_neubiberg_rain,0-50,123904,195324
2023-05-15_neubiberg_rain__0632_1684157889627884024,2023-05-15_neubiberg_rain,50-100,61613,195324
2023-05-15_neubiberg_rain__0632_1684157889627884024,2023-05-15_neubiberg_rain,100-150,7480,195324
2023-05-15_neubiberg_rain__0632_1684157889627884024,2023-05-15_neubiberg_rain,150-400,2327,195324
2023-05-15_neubiberg_rain__0632_1684157889627884024,2023-05-15_neubiberg_rain,>=400,0,195324
2023-05-15_neubiberg_rain__0633_1684157890352955959,2023-05-15_neubiberg_rain,0-50,120776,188732
2023-05-15_neubiberg_rain__0633_1684157890352955959,2023-05-15_neubiberg_rain,50-100,58003,188732
2023-05-15_neubiberg_rain__0633_1684157890352955959,2023-05-15_neubiberg_rain,100-150,7854,188732
2023-05-15_neubiberg_rain__0633_1684157890352955959,2023-05-15_neubiberg_rain,150-400,2099,188732
2023-05-15_neubiberg_rain__0633_1684157890352955959,2023-05-15_neubiberg_rain,>=400,0,188732
2023-05-15_neubiberg_rain__0634_1684157896985503229,2023-05-15_neubiberg_rain,0-50,143639,191316
2023-05-15_neubiberg_rain__0634_1684157896985503229,2023-05-15_neubiberg_rain,50-100,39544,191316
2023-05-15_neubiberg_rain__0634_1684157896985503229,2023-05-15_neubiberg_rain,100-150,7056,191316
2023-05-15_neubiberg_rain__0634_1684157896985503229,2023-05-15_neubiberg_rain,150-400,1077,191316
2023-05-15_neubiberg_rain__0634_1684157896985503229,2023-05-15_neubiberg_rain,>=400,0,191316
2023-05-15_neubiberg_rain__0635_1684157898021152186,2023-05-15_neubiberg_rain,0-50,149610,192177
2023-05-15_neubiberg_rain__0635_1684157898021152186,2023-05-15_neubiberg_rain,50-100,34603,192177
2023-05-15_neubiberg_rain__0635_1684157898021152186,2023-05-15_neubiberg_rain,100-150,6673,192177
2023-05-15_neubiberg_rain__0635_1684157898021152186,2023-05-15_neubiberg_rain,150-400,1291,192177
2023-05-15_neubiberg_rain__0635_1684157898021152186,2023-05-15_neubiberg_rain,>=400,0,192177
2023-05-15_neubiberg_rain__0636_1684157900403786296,2023-05-15_neubiberg_rain,0-50,163886,198683
2023-05-15_neubiberg_rain__0636_1684157900403786296,2023-05-15_neubiberg_rain,50-100,28801,198683
2023-05-15_neubiberg_rain__0636_1684157900403786296,2023-05-15_neubiberg_rain,100-150,4778,198683
2023-05-15_neubiberg_rain__0636_1684157900403786296,2023-05-15_neubiberg_rain,150-400,1218,198683
2023-05-15_neubiberg_rain__0636_1684157900403786296,2023-05-15_neubiberg_rain,>=400,0,198683
2023-05-15_neubiberg_rain__0637_1684157902269729104,2023-05-15_neubiberg_rain,0-50,179440,204491
2023-05-15_neubiberg_rain__0637_1684157902269729104,2023-05-15_neubiberg_rain,50-100,20762,204491
2023-05-15_neubiberg_rain__0637_1684157902269729104,2023-05-15_neubiberg_rain,100-150,3382,204491
2023-05-15_neubiberg_rain__0637_1684157902269729104,2023-05-15_neubiberg_rain,150-400,907,204491
2023-05-15_neubiberg_rain__0637_1684157902269729104,2023-05-15_neubiberg_rain,>=400,0,204491
2023-05-15_neubiberg_rain__0638_1684157903410038732,2023-05-15_neubiberg_rain,0-50,191584,207823
2023-05-15_neubiberg_rain__0638_1684157903410038732,2023-05-15_neubiberg_rain,50-100,12620,207823
2023-05-15_neubiberg_rain__0638_1684157903410038732,2023-05-15_neubiberg_rain,100-150,2717,207823
2023-05-15_neubiberg_rain__0638_1684157903410038732,2023-05-15_neubiberg_rain,150-400,902,207823
2023-05-15_neubiberg_rain__0638_1684157903410038732,2023-05-15_neubiberg_rain,>=400,0,207823
2023-05-15_neubiberg_rain__0639_1684157905689728402,2023-05-15_neubiberg_rain,0-50,192576,207136
2023-05-15_neubiberg_rain__0639_1684157905689728402,2023-05-15_neubiberg_rain,50-100,12474,207136
2023-05-15_neubiberg_rain__0639_1684157905689728402,2023-05-15_neubiberg_rain,100-150,1618,207136
2023-05-15_neubiberg_rain__0639_1684157905689728402,2023-05-15_neubiberg_rain,150-400,468,207136
2023-05-15_neubiberg_rain__0639_1684157905689728402,2023-05-15_neubiberg_rain,>=400,0,207136
2023-05-15_neubiberg_rain__0640_1684157910248938282,2023-05-15_neubiberg_rain,0-50,194854,205956
2023-05-15_neubiberg_rain__0640_1684157910248938282,2023-05-15_neubiberg_rain,50-100,9986,205956
2023-05-15_neubiberg_rain__0640_1684157910248938282,2023-05-15_neubiberg_rain,100-150,773,205956
2023-05-15_neubiberg_rain__0640_1684157910248938282,2023-05-15_neubiberg_rain,150-400,343,205956
2023-05-15_neubiberg_rain__0640_1684157910248938282,2023-05-15_neubiberg_rain,>=400,0,205956
2023-05-15_neubiberg_rain__0641_1684157914704507527,2023-05-15_neubiberg_rain,0-50,188856,204186
2023-05-15_neubiberg_rain__0641_1684157914704507527,2023-05-15_neubiberg_rain,50-100,12623,204186
2023-05-15_neubiberg_rain__0641_1684157914704507527,2023-05-15_neubiberg_rain,100-150,1637,204186
2023-05-15_neubiberg_rain__0641_1684157914704507527,2023-05-15_neubiberg_rain,150-400,1070,204186
2023-05-15_neubiberg_rain__0641_1684157914704507527,2023-05-15_neubiberg_rain,>=400,0,204186
2023-05-15_neubiberg_rain__0642_1684157916673407516,2023-05-15_neubiberg_rain,0-50,184388,205776
2023-05-15_neubiberg_rain__0642_1684157916673407516,2023-05-15_neubiberg_rain,50-100,17508,205776
2023-05-15_neubiberg_rain__0642_1684157916673407516,2023-05-15_neubiberg_rain,100-150,3114,205776
2023-05-15_neubiberg_rain__0642_1684157916673407516,2023-05-15_neubiberg_rain,150-400,766,205776
2023-05-15_neubiberg_rain__0642_1684157916673407516,2023-05-15_neubiberg_rain,>=400,0,205776
2023-05-15_neubiberg_rain__0643_1684157919471348202,2023-05-15_neubiberg_rain,0-50,153761,201261
2023-05-15_neubiberg_rain__0643_1684157919471348202,2023-05-15_neubiberg_rain,50-100,39251,201261
2023-05-15_neubiberg_rain__0643_1684157919471348202,2023-05-15_neubiberg_rain,100-150,7613,201261
2023-05-15_neubiberg_rain__0643_1684157919471348202,2023-05-15_neubiberg_rain,150-400,636,201261
2023-05-15_neubiberg_rain__0643_1684157919471348202,2023-05-15_neubiberg_rain,>=400,0,201261
2023-05-15_neubiberg_rain__0644_1684157920404524166,2023-05-15_neubiberg_rain,0-50,153264,203918
2023-05-15_neubiberg_rain__0644_1684157920404524166,2023-05-15_neubiberg_rain,50-100,42521,203918
2023-05-15_neubiberg_rain__0644_1684157920404524166,2023-05-15_neubiberg_rain,100-150,7512,203918
2023-05-15_neubiberg_rain__0644_1684157920404524166,2023-05-15_neubiberg_rain,150-400,621,203918
2023-05-15_neubiberg_rain__0644_1684157920404524166,2023-05-15_neubiberg_rain,>=400,0,203918
2023-05-15_neubiberg_rain__0645_1684157921026014889,2023-05-15_neubiberg_rain,0-50,151015,203584
2023-05-15_neubiberg_rain__0645_1684157921026014889,2023-05-15_neubiberg_rain,50-100,44779,203584
2023-05-15_neubiberg_rain__0645_1684157921026014889,2023-05-15_neubiberg_rain,100-150,7183,203584
2023-05-15_neubiberg_rain__0645_1684157921026014889,2023-05-15_neubiberg_rain,150-400,607,203584
2023-05-15_neubiberg_rain__0645_1684157921026014889,2023-05-15_neubiberg_rain,>=400,0,203584
2023-05-15_neubiberg_rain__0646_1684157922165766126,2023-05-15_neubiberg_rain,0-50,152495,204353
2023-05-15_neubiberg_rain__0646_1684157922165766126,2023-05-15_neubiberg_rain,50-100,44238,204353
2023-05-15_neubiberg_rain__0646_1684157922165766126,2023-05-15_neubiberg_rain,100-150,6195,204353
2023-05-15_neubiberg_rain__0646_1684157922165766126,2023-05-15_neubiberg_rain,150-400,1425,204353
2023-05-15_neubiberg_rain__0646_1684157922165766126,2023-05-15_neubiberg_rain,>=400,0,204353
2023-05-15_neubiberg_rain__0647_1684157923512800092,2023-05-15_neubiberg_rain,0-50,157150,202104
2023-05-15_neubiberg_rain__0647_1684157923512800092,2023-05-15_neubiberg_rain,50-100,39801,202104
2023-05-15_neubiberg_rain__0647_1684157923512800092,2023-05-15_neubiberg_rain,100-150,3892,202104
2023-05-15_neubiberg_rain__0647_1684157923512800092,2023-05-15_neubiberg_rain,150-400,1261,202104
2023-05-15_neubiberg_rain__0647_1684157923512800092,2023-05-15_neubiberg_rain,>=400,0,202104
2023-05-15_neubiberg_rain__0648_1684157925585557385,2023-05-15_neubiberg_rain,0-50,169082,203568
2023-05-15_neubiberg_rain__0648_1684157925585557385,2023-05-15_neubiberg_rain,50-100,29436,203568
2023-05-15_neubiberg_rain__0648_1684157925585557385,2023-05-15_neubiberg_rain,100-150,4285,203568
2023-05-15_neubiberg_rain__0648_1684157925585557385,2023-05-15_neubiberg_rain,150-400,765,203568
2023-05-15_neubiberg_rain__0648_1684157925585557385,2023-05-15_neubiberg_rain,>=400,0,203568
2023-05-15_neubiberg_rain__0649_1684157926725137612,2023-05-15_neubiberg_rain,0-50,168825,203873
2023-05-15_neubiberg_rain__0649_1684157926725137612,2023-05-15_neubiberg_rain,50-100,28729,203873
2023-05-15_neubiberg_rain__0649_1684157926725137612,2023-05-15_neubiberg_rain,100-150,5861,203873
2023-05-15_neubiberg_rain__0649_1684157926725137612,2023-05-15_neubiberg_rain,150-400,458,203873
2023-05-15_neubiberg_rain__0649_1684157926725137612,2023-05-15_neubiberg_rain,>=400,0,203873
2023-05-15_neubiberg_rain__0650_1684157928693659670,2023-05-15_neubiberg_rain,0-50,168111,205380
2023-05-15_neubiberg_rain__0650_1684157928693659670,2023-05-15_neubiberg_rain,50-100,30691,205380
2023-05-15_neubiberg_rain__0650_1684157928693659670,2023-05-15_neubiberg_rain,100-150,5946,205380
2023-05-15_neubiberg_rain__0650_1684157928693659670,2023-05-15_neubiberg_rain,150-400,632,205380
2023-05-15_neubiberg_rain__0650_1684157928693659670,2023-05-15_neubiberg_rain,>=400,0,205380
2023-05-15_neubiberg_rain__0651_1684157930041725542,2023-05-15_neubiberg_rain,0-50,171519,203825
2023-05-15_neubiberg_rain__0651_1684157930041725542,2023-05-15_neubiberg_rain,50-100,25914,203825
2023-05-15_neubiberg_rain__0651_1684157930041725542,2023-05-15_neubiberg_rain,100-150,5535,203825
2023-05-15_neubiberg_rain__0651_1684157930041725542,2023-05-15_neubiberg_rain,150-400,857,203825
2023-05-15_neubiberg_rain__0651_1684157930041725542,2023-05-15_neubiberg_rain,>=400,0,203825
2023-05-15_neubiberg_rain__0652_1684157932425090421,2023-05-15_neubiberg_rain,0-50,183143,207813
2023-05-15_neubiberg_rain__0652_1684157932425090421,2023-05-15_neubiberg_rain,50-100,19912,207813
2023-05-15_neubiberg_rain__0652_1684157932425090421,2023-05-15_neubiberg_rain,100-150,3070,207813
2023-05-15_neubiberg_rain__0652_1684157932425090421,2023-05-15_neubiberg_rain,150-400,1688,207813
2023-05-15_neubiberg_rain__0652_1684157932425090421,2023-05-15_neubiberg_rain,>=400,0,207813
2023-05-15_neubiberg_rain__0653_1684157934289930038,2023-05-15_neubiberg_rain,0-50,183426,208910
2023-05-15_neubiberg_rain__0653_1684157934289930038,2023-05-15_neubiberg_rain,50-100,22337,208910
2023-05-15_neubiberg_rain__0653_1684157934289930038,2023-05-15_neubiberg_rain,100-150,2175,208910
2023-05-15_neubiberg_rain__0653_1684157934289930038,2023-05-15_neubiberg_rain,150-400,972,208910
2023-05-15_neubiberg_rain__0653_1684157934289930038,2023-05-15_neubiberg_rain,>=400,0,208910
2023-05-15_neubiberg_rain__0654_1684157935119052765,2023-05-15_neubiberg_rain,0-50,185287,209099
2023-05-15_neubiberg_rain__0654_1684157935119052765,2023-05-15_neubiberg_rain,50-100,18141,209099
2023-05-15_neubiberg_rain__0654_1684157935119052765,2023-05-15_neubiberg_rain,100-150,3872,209099
2023-05-15_neubiberg_rain__0654_1684157935119052765,2023-05-15_neubiberg_rain,150-400,1799,209099
2023-05-15_neubiberg_rain__0654_1684157935119052765,2023-05-15_neubiberg_rain,>=400,0,209099
2023-05-15_neubiberg_rain__0655_1684157936465945810,2023-05-15_neubiberg_rain,0-50,180447,206609
2023-05-15_neubiberg_rain__0655_1684157936465945810,2023-05-15_neubiberg_rain,50-100,22817,206609
2023-05-15_neubiberg_rain__0655_1684157936465945810,2023-05-15_neubiberg_rain,100-150,2267,206609
2023-05-15_neubiberg_rain__0655_1684157936465945810,2023-05-15_neubiberg_rain,150-400,1078,206609
2023-05-15_neubiberg_rain__0655_1684157936465945810,2023-05-15_neubiberg_rain,>=400,0,206609
2023-05-15_neubiberg_rain__0656_1684157940714204013,2023-05-15_neubiberg_rain,0-50,175429,206805
2023-05-15_neubiberg_rain__0656_1684157940714204013,2023-05-15_neubiberg_rain,50-100,28308,206805
2023-05-15_neubiberg_rain__0656_1684157940714204013,2023-05-15_neubiberg_rain,100-150,2360,206805
2023-05-15_neubiberg_rain__0656_1684157940714204013,2023-05-15_neubiberg_rain,150-400,708,206805
2023-05-15_neubiberg_rain__0656_1684157940714204013,2023-05-15_neubiberg_rain,>=400,0,206805
2023-05-15_neubiberg_rain__0657_1684157942683113612,2023-05-15_neubiberg_rain,0-50,179564,206908
2023-05-15_neubiberg_rain__0657_1684157942683113612,2023-05-15_neubiberg_rain,50-100,22687,206908
2023-05-15_neubiberg_rain__0657_1684157942683113612,2023-05-15_neubiberg_rain,100-150,3906,206908
2023-05-15_neubiberg_rain__0657_1684157942683113612,2023-05-15_neubiberg_rain,150-400,751,206908
2023-05-15_neubiberg_rain__0657_1684157942683113612,2023-05-15_neubiberg_rain,>=400,0,206908
2023-05-15_neubiberg_rain__0658_1684157944134656887,2023-05-15_neubiberg_rain,0-50,180480,205069
2023-05-15_neubiberg_rain__0658_1684157944134656887,2023-05-15_neubiberg_rain,50-100,19281,205069
2023-05-15_neubiberg_rain__0658_1684157944134656887,2023-05-15_neubiberg_rain,100-150,4258,205069
2023-05-15_neubiberg_rain__0658_1684157944134656887,2023-05-15_neubiberg_rain,150-400,1050,205069
2023-05-15_neubiberg_rain__0658_1684157944134656887,2023-05-15_neubiberg_rain,>=400,0,205069
2023-05-15_neubiberg_rain__0659_1684157946828506895,2023-05-15_neubiberg_rain,0-50,170988,198998
2023-05-15_neubiberg_rain__0659_1684157946828506895,2023-05-15_neubiberg_rain,50-100,23318,198998
2023-05-15_neubiberg_rain__0659_1684157946828506895,2023-05-15_neubiberg_rain,100-150,3524,198998
2023-05-15_neubiberg_rain__0659_1684157946828506895,2023-05-15_neubiberg_rain,150-400,1168,198998
2023-05-15_neubiberg_rain__0659_1684157946828506895,2023-05-15_neubiberg_rain,>=400,0,198998
2023-05-15_neubiberg_rain__0660_1684157949936697111,2023-05-15_neubiberg_rain,0-50,168238,202402
2023-05-15_neubiberg_rain__0660_1684157949936697111,2023-05-15_neubiberg_rain,50-100,28515,202402
2023-05-15_neubiberg_rain__0660_1684157949936697111,2023-05-15_neubiberg_rain,100-150,4041,202402
2023-05-15_neubiberg_rain__0660_1684157949936697111,2023-05-15_neubiberg_rain,150-400,1608,202402
2023-05-15_neubiberg_rain__0660_1684157949936697111,2023-05-15_neubiberg_rain,>=400,0,202402
2023-05-15_neubiberg_rain__0661_1684157956672639225,2023-05-15_neubiberg_rain,0-50,171112,202037
2023-05-15_neubiberg_rain__0661_1684157956672639225,2023-05-15_neubiberg_rain,50-100,25732,202037
2023-05-15_neubiberg_rain__0661_1684157956672639225,2023-05-15_neubiberg_rain,100-150,3736,202037
2023-05-15_neubiberg_rain__0661_1684157956672639225,2023-05-15_neubiberg_rain,150-400,1457,202037
2023-05-15_neubiberg_rain__0661_1684157956672639225,2023-05-15_neubiberg_rain,>=400,0,202037
2023-05-15_neubiberg_rain__0662_1684157962060863661,2023-05-15_neubiberg_rain,0-50,169439,202400
2023-05-15_neubiberg_rain__0662_1684157962060863661,2023-05-15_neubiberg_rain,50-100,27518,202400
2023-05-15_neubiberg_rain__0662_1684157962060863661,2023-05-15_neubiberg_rain,100-150,3934,202400
2023-05-15_neubiberg_rain__0662_1684157962060863661,2023-05-15_neubiberg_rain,150-400,1509,202400
2023-05-15_neubiberg_rain__0662_1684157962060863661,2023-05-15_neubiberg_rain,>=400,0,202400
2023-05-15_neubiberg_rain__0663_1684157983096960271,2023-05-15_neubiberg_rain,0-50,160522,193088
2023-05-15_neubiberg_rain__0663_1684157983096960271,2023-05-15_neubiberg_rain,50-100,27324,193088
2023-05-15_neubiberg_rain__0663_1684157983096960271,2023-05-15_neubiberg_rain,100-150,3371,193088
2023-05-15_neubiberg_rain__0663_1684157983096960271,2023-05-15_neubiberg_rain,150-400,1871,193088
2023-05-15_neubiberg_rain__0663_1684157983096960271,2023-05-15_neubiberg_rain,>=400,0,193088
2023-05-15_neubiberg_rain__0664_1684158000816450690,2023-05-15_neubiberg_rain,0-50,146041,178773
